Community,General habitat,Description,Consumer,Resource,D,Cmass,Rmass,Log10Cmass,Log10Rmass,Log10CRBR,Source
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Tagelus affinis,Tagelus affinis,3,0.00487,3.63E-08,-2.312467115,-7.440093375,-5.12762626,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Tagelus affinis,Tagelus subteres,3,0.00487,3.63E-08,-2.312467115,-7.440093375,-5.12762626,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Tagelus affinis,bivalve,3,0.00487,3.63E-08,-2.312467115,-7.440093375,-5.12762626,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Nassarius tegula,Bulla gouldiana,2,0.000451,0.000164,-3.346041141,-3.785349509,-0.439308368,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Recurvirostra americana,2,0.0000025,0.304,-5.602059991,-0.516698048,5.085361944,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Botaurus lentiginosus,2,0.0000025,0.7,-5.602059991,-0.15490196,5.447158031,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Anas americana,2,0.0000025,0.78,-5.602059991,-0.107905397,5.494154594,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Pluvialis squatarola,2,0.0000025,0.226,-5.602059991,-0.646853454,4.955206538,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Nycticorax nycticorax,2,0.0000025,0.87,-5.602059991,-0.060680469,5.541379522,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Rhynchops niger,2,0.0000025,0.327,-5.602059991,-0.486116814,5.115943177,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Arenaria melanocephala,2,0.0000025,0.121,-5.602059991,-0.916318253,4.685741739,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Branta bernicla,2,0.0000025,1.46,-5.602059991,0.163608563,5.765668555,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Pelecanus occidentalis,2,0.0000025,3.06,-5.602059991,0.485295439,6.08735543,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Bucephala albeola,2,0.0000025,0.401,-5.602059991,-0.396855627,5.205204364,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Larus californicus,2,0.0000025,0.738,-5.602059991,-0.131943638,5.470116353,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Sterna caspia,2,0.0000025,0.656,-5.602059991,-0.183427304,5.418632687,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Anas cyanoptera,2,0.0000025,0.359,-5.602059991,-0.444905551,5.15715444,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Rallus longirostrus,2,0.0000025,0.289,-5.602059991,-0.538876803,5.063183188,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Calidris alpina,2,0.0000025,0.0515,-5.602059991,-1.288614621,4.31344537,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Podiceps nigricollis,2,0.0000025,0.398,-5.602059991,-0.400662867,5.201397124,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Sterna forsteri,2,0.0000025,0.158,-5.602059991,-0.801342913,4.800717078,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Ardea herodius,2,0.0000025,2.4,-5.602059991,0.380211242,5.982271233,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Egretta alba,2,0.0000025,0.874,-5.602059991,-0.058737091,5.543322901,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Tringa melanoleuca,2,0.0000025,0.165,-5.602059991,-0.782516056,4.819543936,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Anas crecca,2,0.0000025,0.338,-5.602059991,-0.4710833,5.130976692,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Chardrius vociferus,2,0.0000025,0.095,-5.602059991,-1.022276395,4.579783597,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Numenius americanus,2,0.0000025,0.755,-5.602059991,-0.122340756,5.479719235,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Calidris minutilla,2,0.0000025,0.0209,-5.602059991,-1.679853714,3.922206277,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Athya affinis,2,0.0000025,0.774,-5.602059991,-0.111539682,5.490520309,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Sterna antillarum,2,0.0000025,0.0481,-5.602059991,-1.317854924,4.284205068,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Limosa fedoa,2,0.0000025,0.368,-5.602059991,-0.434742657,5.167317335,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Anas platyrhynchos,2,0.0000025,1.19,-5.602059991,0.074267743,5.676327734,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Circus cyanus,2,0.0000025,0.425,-5.602059991,-0.372122305,5.229937686,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Pandion haliaetus,2,0.0000025,1.65,-5.602059991,0.217483944,5.819543936,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Larus delawarensis,2,0.0000025,0.519,-5.602059991,-0.285251239,5.316808752,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Mergus serrator,2,0.0000025,1.04,-5.602059991,0.017242085,5.619302076,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Egretta rufescens,2,0.0000025,0.614,-5.602059991,-0.212185433,5.389874558,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Arenaria intepres,2,0.0000025,0.107,-5.602059991,-0.970616222,4.631443769,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Limnodromus griseus,2,0.0000025,0.11,-5.602059991,-0.958607315,4.643452676,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Charadrius semipalmatus,2,0.0000025,0.047,-5.602059991,-1.328364403,4.273695588,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Egretta thula,2,0.0000025,0.369,-5.602059991,-0.432973634,5.169086357,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Charadrius alexandrinius,2,0.0000025,0.0412,-5.602059991,-1.385102784,4.216957207,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Porzana carolina,2,0.0000025,0.0795,-5.602059991,-1.099632871,4.50242712,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Egretta tricolor,2,0.0000025,0.415,-5.602059991,-0.381951903,5.220108088,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Aechmophorus occidentalis,2,0.0000025,1.31,-5.602059991,0.118595365,5.720655357,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Larus occidentalis,2,0.0000025,0.875,-5.602059991,-0.057991947,5.544068044,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Calidris mauri,2,0.0000025,0.0242,-5.602059991,-1.616184634,3.985875357,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Numenius phaeopus,2,0.0000025,0.404,-5.602059991,-0.393618635,5.208441356,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Aedes taeniorhynchus,Catoptrophorus semipalmatus,2,0.0000025,0.27,-5.602059991,-0.568636236,5.033423755,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Argulus,Atherinops affinis,3,0.000000264,0.0004,-6.578396073,-3.398286497,3.180109576,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Argulus,Fundulus parvipinnis,3,0.000000264,0.00134,-6.578396073,-2.873825393,3.70457068,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Recurvirostra americana,2,0.00000217,0.304,-5.663540266,-0.516698048,5.146842219,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Botaurus lentiginosus,2,0.00000217,0.7,-5.663540266,-0.15490196,5.508638306,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Anas americana,2,0.00000217,0.78,-5.663540266,-0.107905397,5.555634869,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Pluvialis squatarola,2,0.00000217,0.226,-5.663540266,-0.646853454,5.016686812,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Nycticorax nycticorax,2,0.00000217,0.87,-5.663540266,-0.060680469,5.602859797,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Rhynchops niger,2,0.00000217,0.327,-5.663540266,-0.486116814,5.177423452,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Arenaria melanocephala,2,0.00000217,0.121,-5.663540266,-0.916318253,4.747222013,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Branta bernicla,2,0.00000217,1.46,-5.663540266,0.163608563,5.82714883,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Pelecanus occidentalis,2,0.00000217,3.06,-5.663540266,0.485295439,6.148835705,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Bucephala albeola,2,0.00000217,0.401,-5.663540266,-0.396855627,5.266684639,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Larus californicus,2,0.00000217,0.738,-5.663540266,-0.131943638,5.531596628,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Sterna caspia,2,0.00000217,0.656,-5.663540266,-0.183427304,5.480112962,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Anas cyanoptera,2,0.00000217,0.359,-5.663540266,-0.444905551,5.218634715,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Rallus longirostrus,2,0.00000217,0.289,-5.663540266,-0.538876803,5.124663463,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Calidris alpina,2,0.00000217,0.0515,-5.663540266,-1.288614621,4.374925645,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Podiceps nigricollis,2,0.00000217,0.398,-5.663540266,-0.400662867,5.262877399,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Sterna forsteri,2,0.00000217,0.158,-5.663540266,-0.801342913,4.862197353,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Ardea herodius,2,0.00000217,2.4,-5.663540266,0.380211242,6.043751508,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Egretta alba,2,0.00000217,0.874,-5.663540266,-0.058737091,5.604803175,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Tringa melanoleuca,2,0.00000217,0.165,-5.663540266,-0.782516056,4.88102421,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Anas crecca,2,0.00000217,0.338,-5.663540266,-0.4710833,5.192456966,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Chardrius vociferus,2,0.00000217,0.095,-5.663540266,-1.022276395,4.641263871,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Numenius americanus,2,0.00000217,0.755,-5.663540266,-0.122340756,5.54119951,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Calidris minutilla,2,0.00000217,0.0209,-5.663540266,-1.679853714,3.983686552,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Athya affinis,2,0.00000217,0.774,-5.663540266,-0.111539682,5.552000584,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Sterna antillarum,2,0.00000217,0.0481,-5.663540266,-1.317854924,4.345685343,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Limosa fedoa,2,0.00000217,0.368,-5.663540266,-0.434742657,5.22879761,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Anas platyrhynchos,2,0.00000217,1.19,-5.663540266,0.074267743,5.737808009,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Circus cyanus,2,0.00000217,0.425,-5.663540266,-0.372122305,5.291417961,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Pandion haliaetus,2,0.00000217,1.65,-5.663540266,0.217483944,5.88102421,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Larus delawarensis,2,0.00000217,0.519,-5.663540266,-0.285251239,5.378289027,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Mergus serrator,2,0.00000217,1.04,-5.663540266,0.017242085,5.680782351,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Egretta rufescens,2,0.00000217,0.614,-5.663540266,-0.212185433,5.451354833,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Arenaria intepres,2,0.00000217,0.107,-5.663540266,-0.970616222,4.692924044,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Limnodromus griseus,2,0.00000217,0.11,-5.663540266,-0.958607315,4.704932951,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Charadrius semipalmatus,2,0.00000217,0.047,-5.663540266,-1.328364403,4.335175863,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Egretta thula,2,0.00000217,0.369,-5.663540266,-0.432973634,5.230566632,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Charadrius alexandrinius,2,0.00000217,0.0412,-5.663540266,-1.385102784,4.278437482,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Porzana carolina,2,0.00000217,0.0795,-5.663540266,-1.099632871,4.563907395,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Egretta tricolor,2,0.00000217,0.415,-5.663540266,-0.381951903,5.281588363,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Aechmophorus occidentalis,2,0.00000217,1.31,-5.663540266,0.118595365,5.782135631,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Larus occidentalis,2,0.00000217,0.875,-5.663540266,-0.057991947,5.605548319,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Calidris mauri,2,0.00000217,0.0242,-5.663540266,-1.616184634,4.047355632,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Numenius phaeopus,2,0.00000217,0.404,-5.663540266,-0.393618635,5.269921631,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Culex tarsalis,Catoptrophorus semipalmatus,2,0.00000217,0.27,-5.663540266,-0.568636236,5.09490403,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,protist,3,0.00307,2.43E-08,-2.512702224,-7.614393726,-5.101691503,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Cirriformia spirabrancha,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Neanthes,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,annelid,3,0.00307,3.37E-08,-2.512702224,-7.472370099,-4.959667875,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Chione californiensis,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Chione fluctifraga,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Cryptomya californica,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Geukensia demissa,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Laevicardium substriatum,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Macoma nasuta,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Protothaca staminea,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,bivalve,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Tagelus affinis,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,Tagelus subteres,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,bivalve,3,0.00307,3.63E-08,-2.512702224,-7.440093375,-4.927391151,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,copepod,3,0.00307,8.28E-09,-2.512702224,-8.081969663,-5.569267439,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Upogebia macginitieorum,ostracod,3,0.00307,3.61E-08,-2.512702224,-7.442492798,-4.929790574,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,annelid,2,0.000447,0.00000652,-3.34987906,-5.185752404,-1.835873345,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,annelid,2,0.000447,0.00000297,-3.34987906,-5.527243551,-2.177364491,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,annelid,2,0.000447,0.00000571,-3.34987906,-5.243363892,-1.893484832,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,annelid,2,0.000447,0.00000422,-3.34987906,-5.374687549,-2.024808489,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,annelid,2,0.000447,0.00000364,-3.34987906,-5.438898616,-2.089019557,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,Cirriformia spirabrancha,2,0.000447,0.00000358,-3.34987906,-5.446116973,-2.096237914,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,annelid,2,0.000447,0.00000658,-3.34987906,-5.181774106,-1.831895047,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,annelid,2,0.000447,0.00000555,-3.34987906,-5.255707017,-1.905827957,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,annelid,2,0.000447,0.0000099,-3.34987906,-5.004364805,-1.654485746,{Hechinger 2011  #8484}
Estero de Punta Banda,Aquatic (Salt Marsh),Tidal wetland in Baja California,Hemigrapsus oregonensis,Neanthes,2,0.000447,0.00000779,-3.34987906,-5.108462542,-1.758583483,{Hechinger 2011  #8484}
